Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
3273,Hardware issue,Cancellation request,Cancellation request,Low,Critical
3274,Cancellation request,Refund request,Refund request,Low,Critical
3275,Cancellation request,Billing inquiry,Technical issue,Critical,Critical
3276,Product compatibility,Refund request,Product inquiry,Critical,Critical
3277,Network problem,Refund request,Billing inquiry,Critical,Critical
3278,Software bug,Product inquiry,Refund request,High,Medium
3279,Battery life,Cancellation request,Cancellation request,Critical,Medium
3280,Product setup,Product inquiry,Cancellation request,Medium,Critical
3281,Product recommendation,Refund request,Refund request,Critical,Medium
3282,Cancellation request,Cancellation request,Cancellation request,Medium,Critical
3283,Account access,Cancellation request,Billing inquiry,Low,Critical
3284,Hardware issue,Billing inquiry,Billing inquiry,High,Critical
3285,Product compatibility,Cancellation request,Cancellation request,High,Critical
3286,Delivery problem,Cancellation request,Technical issue,High,High
3287,Battery life,Technical issue,Billing inquiry,High,High
3288,Display issue,Billing inquiry,Billing inquiry,Medium,Low
3289,Product recommendation,Technical issue,Product inquiry,High,High
3290,Payment issue,Technical issue,Billing inquiry,High,High
3291,Peripheral compatibility,Cancellation request,Billing inquiry,Low,Critical
3292,Account access,Technical issue,Billing inquiry,High,Medium
3293,Payment issue,Cancellation request,Cancellation request,Low,Critical
3294,Display issue,Product inquiry,Refund request,Medium,Medium
3295,Product recommendation,Cancellation request,Technical issue,Critical,Low
3296,Battery life,Cancellation request,Product inquiry,High,High
3297,Data loss,Technical issue,Billing inquiry,High,High
3298,Product recommendation,Refund request,Refund request,Medium,Medium
3299,Payment issue,Billing inquiry,Billing inquiry,Critical,Medium
3300,Hardware issue,Refund request,Technical issue,Low,Critical
3301,Software bug,Technical issue,Technical issue,Medium,Medium
3302,Cancellation request,Cancellation request,Refund request,High,Critical
3303,Display issue,Technical issue,Cancellation request,Low,Low
3304,Product recommendation,Product inquiry,Refund request,Low,Low
3305,Software bug,Product inquiry,Technical issue,Low,Low
3306,Cancellation request,Refund request,Cancellation request,Critical,High
3307,Network problem,Refund request,Refund request,High,High
3308,Payment issue,Technical issue,Cancellation request,High,Medium
3309,Peripheral compatibility,Cancellation request,Product inquiry,Low,Critical
3310,Account access,Refund request,Billing inquiry,Critical,Critical
3311,Payment issue,Product inquiry,Refund request,Critical,Critical
3312,Data loss,Cancellation request,Product inquiry,Low,Medium
3313,Payment issue,Billing inquiry,Billing inquiry,Critical,Critical
3314,Display issue,Product inquiry,Cancellation request,High,High
3315,Battery life,Refund request,Refund request,Low,High
3316,Product setup,Refund request,Refund request,Medium,Low
3317,Payment issue,Technical issue,Product inquiry,Critical,Critical
3318,Refund request,Technical issue,Cancellation request,Medium,Critical
3319,Payment issue,Billing inquiry,Technical issue,High,Medium
3320,Product recommendation,Billing inquiry,Billing inquiry,Medium,Medium
3321,Payment issue,Refund request,Refund request,High,Low
3322,Product recommendation,Refund request,Refund request,Critical,Critical
3323,Battery life,Technical issue,Technical issue,Medium,Medium
3324,Refund request,Billing inquiry,Billing inquiry,Critical,Critical
3325,Delivery problem,Product inquiry,Product inquiry,Medium,Low
3326,Battery life,Billing inquiry,Billing inquiry,Medium,Medium
3327,Peripheral compatibility,Cancellation request,Cancellation request,High,Medium
3328,Data loss,Product inquiry,Billing inquiry,Critical,Medium
3329,Battery life,Billing inquiry,Refund request,Medium,Critical
3330,Cancellation request,Technical issue,Technical issue,Low,Low
3331,Delivery problem,Billing inquiry,Billing inquiry,Medium,Low
3332,Network problem,Technical issue,Refund request,High,Medium
3333,Refund request,Refund request,Product inquiry,Medium,Medium
3334,Battery life,Cancellation request,Cancellation request,High,High
3335,Cancellation request,Product inquiry,Product inquiry,Low,Low
3336,Product setup,Refund request,Product inquiry,Medium,Medium
3337,Product setup,Technical issue,Product inquiry,Low,Medium
3338,Display issue,Refund request,Refund request,Critical,Critical
3339,Product compatibility,Product inquiry,Product inquiry,Medium,Medium
3340,Battery life,Billing inquiry,Technical issue,Low,Low
3341,Account access,Billing inquiry,Billing inquiry,High,High
3342,Network problem,Cancellation request,Technical issue,High,High
3343,Payment issue,Cancellation request,Cancellation request,Medium,Low
3344,Account access,Product inquiry,Product inquiry,High,High
3345,Battery life,Technical issue,Billing inquiry,Critical,Medium
3346,Product compatibility,Cancellation request,Cancellation request,Low,Low
3347,Installation support,Refund request,Refund request,Critical,Critical
3348,Software bug,Product inquiry,Cancellation request,Critical,Critical
3349,Product recommendation,Product inquiry,Billing inquiry,Medium,Low
3350,Product recommendation,Product inquiry,Product inquiry,Medium,Medium
3351,Battery life,Refund request,Refund request,Critical,Medium
3352,Account access,Refund request,Refund request,Low,Low
3353,Peripheral compatibility,Product inquiry,Product inquiry,High,High
3354,Installation support,Cancellation request,Cancellation request,High,High
3355,Product setup,Technical issue,Technical issue,High,High
3356,Battery life,Refund request,Refund request,Low,Critical
3357,Product compatibility,Product inquiry,Technical issue,Low,Medium
3358,Software bug,Billing inquiry,Billing inquiry,Medium,Low
3359,Network problem,Technical issue,Technical issue,Medium,Low
3360,Refund request,Technical issue,Technical issue,Medium,Critical
3361,Product setup,Billing inquiry,Product inquiry,Critical,Critical
3362,Product recommendation,Refund request,Product inquiry,High,High
3363,Hardware issue,Refund request,Cancellation request,High,Low
3364,Account access,Billing inquiry,Product inquiry,Low,Low
3365,Installation support,Cancellation request,Billing inquiry,High,High
3366,Product recommendation,Cancellation request,Cancellation request,Critical,High
3367,Hardware issue,Technical issue,Billing inquiry,Critical,High
3368,Product setup,Billing inquiry,Refund request,High,High
3369,Display issue,Cancellation request,Refund request,Medium,Medium
3370,Product setup,Billing inquiry,Refund request,Low,Low
3371,Data loss,Cancellation request,Product inquiry,Low,High
3372,Network problem,Technical issue,Product inquiry,Medium,Critical
3373,Hardware issue,Technical issue,Technical issue,High,High
3374,Product compatibility,Product inquiry,Product inquiry,High,Medium
3375,Account access,Technical issue,Product inquiry,Critical,Medium
3376,Software bug,Cancellation request,Product inquiry,Critical,Low
3377,Data loss,Technical issue,Technical issue,Low,Medium
3378,Installation support,Technical issue,Technical issue,Medium,Medium
3379,Product compatibility,Product inquiry,Refund request,High,High
3380,Delivery problem,Refund request,Cancellation request,Medium,Medium
3381,Account access,Billing inquiry,Billing inquiry,Critical,High
3382,Cancellation request,Cancellation request,Cancellation request,Critical,Critical
3383,Refund request,Cancellation request,Cancellation request,Medium,Low
3384,Peripheral compatibility,Refund request,Technical issue,High,Critical
3385,Software bug,Billing inquiry,Billing inquiry,Medium,Medium
3386,Hardware issue,Product inquiry,Product inquiry,Critical,Critical
3387,Account access,Technical issue,Billing inquiry,High,High
3388,Hardware issue,Refund request,Refund request,Critical,Critical
3389,Cancellation request,Product inquiry,Product inquiry,Critical,Critical
3390,Cancellation request,Technical issue,Cancellation request,Critical,Medium
3391,Peripheral compatibility,Billing inquiry,Billing inquiry,Medium,Medium
3392,Installation support,Product inquiry,Product inquiry,Medium,Medium
3393,Product setup,Refund request,Technical issue,Medium,Medium
3394,Battery life,Cancellation request,Refund request,Critical,Critical
3395,Software bug,Cancellation request,Technical issue,Medium,Low
3396,Delivery problem,Cancellation request,Cancellation request,High,Critical
3397,Data loss,Billing inquiry,Refund request,Critical,Medium
3398,Delivery problem,Cancellation request,Product inquiry,Critical,Medium
3399,Product recommendation,Product inquiry,Technical issue,Low,High
3400,Data loss,Refund request,Refund request,Critical,Medium
3401,Peripheral compatibility,Product inquiry,Product inquiry,High,Critical
3402,Product recommendation,Cancellation request,Cancellation request,Critical,High
3403,Display issue,Product inquiry,Technical issue,Medium,High
3404,Product recommendation,Technical issue,Cancellation request,Medium,Critical
3405,Display issue,Refund request,Refund request,High,High
3406,Account access,Cancellation request,Cancellation request,Medium,Medium
3407,Delivery problem,Refund request,Product inquiry,High,Medium
3408,Product setup,Refund request,Refund request,Medium,Medium
3409,Installation support,Technical issue,Billing inquiry,Critical,Medium
3410,Payment issue,Cancellation request,Billing inquiry,Medium,Medium
3411,Payment issue,Product inquiry,Product inquiry,Medium,Medium
3412,Delivery problem,Refund request,Billing inquiry,Low,High
3413,Peripheral compatibility,Billing inquiry,Technical issue,Medium,Medium
3414,Account access,Refund request,Refund request,Medium,Low
3415,Delivery problem,Technical issue,Technical issue,Critical,Critical
3416,Data loss,Billing inquiry,Cancellation request,Low,Low
3417,Installation support,Technical issue,Technical issue,High,High
3418,Network problem,Refund request,Refund request,High,Critical
3419,Network problem,Billing inquiry,Technical issue,Critical,Critical
3420,Display issue,Billing inquiry,Billing inquiry,Medium,Critical
3421,Product setup,Technical issue,Technical issue,Medium,Medium
3422,Delivery problem,Billing inquiry,Billing inquiry,Low,Critical
3423,Software bug,Technical issue,Technical issue,Low,Medium
3424,Installation support,Cancellation request,Cancellation request,High,Low
3425,Software bug,Technical issue,Technical issue,Medium,Medium
3426,Peripheral compatibility,Refund request,Refund request,High,High
3427,Refund request,Cancellation request,Cancellation request,Medium,Critical
3428,Installation support,Refund request,Billing inquiry,High,High
3429,Battery life,Billing inquiry,Technical issue,Medium,Medium
3430,Battery life,Product inquiry,Billing inquiry,Critical,Medium
3431,Data loss,Refund request,Product inquiry,Low,Low
3432,Hardware issue,Billing inquiry,Cancellation request,Low,Low
3433,Data loss,Cancellation request,Cancellation request,Critical,Low
3434,Cancellation request,Cancellation request,Product inquiry,Low,Medium
3435,Installation support,Billing inquiry,Technical issue,Medium,High
3436,Peripheral compatibility,Technical issue,Technical issue,Critical,Low
3437,Battery life,Technical issue,Technical issue,Critical,Medium
3438,Software bug,Technical issue,Technical issue,Low,Critical
3439,Hardware issue,Product inquiry,Product inquiry,Low,Low
3440,Product setup,Product inquiry,Technical issue,Critical,Critical
3441,Product recommendation,Technical issue,Refund request,High,Critical
3442,Installation support,Refund request,Refund request,Low,High
3443,Peripheral compatibility,Product inquiry,Product inquiry,Low,Critical
3444,Battery life,Product inquiry,Cancellation request,Medium,Low
3445,Network problem,Cancellation request,Product inquiry,Critical,Critical
3446,Cancellation request,Billing inquiry,Cancellation request,Critical,Critical
3447,Peripheral compatibility,Product inquiry,Technical issue,High,Medium
3448,Network problem,Cancellation request,Product inquiry,Medium,Medium
3449,Refund request,Refund request,Refund request,Critical,Medium
3450,Delivery problem,Refund request,Refund request,High,High
3451,Product compatibility,Billing inquiry,Technical issue,Medium,Critical
3452,Product setup,Billing inquiry,Billing inquiry,Critical,Critical
3453,Cancellation request,Cancellation request,Cancellation request,Low,Low
3454,Network problem,Cancellation request,Technical issue,High,High
3455,Installation support,Refund request,Product inquiry,Critical,Critical
3456,Display issue,Cancellation request,Cancellation request,Critical,Critical
3457,Hardware issue,Refund request,Refund request,Low,Low
3458,Battery life,Refund request,Cancellation request,Low,Medium
3459,Installation support,Technical issue,Technical issue,High,High
3460,Battery life,Product inquiry,Product inquiry,High,Medium
3461,Product setup,Technical issue,Technical issue,Medium,Medium
3462,Data loss,Technical issue,Cancellation request,High,High
3463,Delivery problem,Technical issue,Technical issue,Medium,Low
3464,Peripheral compatibility,Refund request,Refund request,Low,High
3465,Software bug,Technical issue,Technical issue,High,High
3466,Payment issue,Technical issue,Cancellation request,Medium,Medium
3467,Display issue,Refund request,Technical issue,Low,Low
3468,Battery life,Billing inquiry,Refund request,Low,Medium
3469,Cancellation request,Product inquiry,Refund request,High,Critical
3470,Delivery problem,Technical issue,Technical issue,Critical,Medium
3471,Installation support,Billing inquiry,Cancellation request,Critical,Critical
3472,Software bug,Product inquiry,Product inquiry,Low,Low
3473,Product recommendation,Technical issue,Product inquiry,Critical,High
3474,Product compatibility,Product inquiry,Product inquiry,Critical,Critical
3475,Account access,Refund request,Billing inquiry,High,High
3476,Product setup,Billing inquiry,Cancellation request,High,Medium
3477,Data loss,Billing inquiry,Product inquiry,Low,Low
3478,Payment issue,Refund request,Refund request,Critical,Critical
3479,Software bug,Refund request,Technical issue,Critical,Medium
3480,Battery life,Cancellation request,Refund request,Medium,Medium
3481,Payment issue,Technical issue,Technical issue,High,High
3482,Account access,Cancellation request,Refund request,Medium,High
3483,Refund request,Billing inquiry,Refund request,Critical,Critical
3484,Display issue,Technical issue,Cancellation request,High,High
3485,Data loss,Refund request,Refund request,High,Critical
3486,Network problem,Technical issue,Technical issue,Critical,Low
3487,Delivery problem,Refund request,Technical issue,High,Low
3488,Peripheral compatibility,Billing inquiry,Product inquiry,Medium,Medium
3489,Peripheral compatibility,Billing inquiry,Product inquiry,Low,Medium
3490,Product compatibility,Technical issue,Technical issue,Medium,Medium
3491,Product setup,Product inquiry,Product inquiry,Low,Critical
3492,Software bug,Product inquiry,Product inquiry,Medium,Medium
3493,Software bug,Product inquiry,Product inquiry,Medium,Medium
3494,Network problem,Billing inquiry,Billing inquiry,Medium,Medium
3495,Product setup,Billing inquiry,Billing inquiry,High,Critical
3496,Delivery problem,Refund request,Refund request,Critical,Medium
3497,Hardware issue,Refund request,Cancellation request,High,High
3498,Peripheral compatibility,Product inquiry,Refund request,Critical,Medium
3499,Product compatibility,Technical issue,Technical issue,Critical,Critical
3500,Installation support,Technical issue,Technical issue,Low,Low
3501,Data loss,Technical issue,Technical issue,Medium,Low
3502,Refund request,Refund request,Refund request,Critical,Critical
3503,Account access,Cancellation request,Product inquiry,Medium,Medium
3504,Peripheral compatibility,Cancellation request,Billing inquiry,Medium,Medium
3505,Delivery problem,Technical issue,Product inquiry,Medium,Medium
3506,Payment issue,Billing inquiry,Billing inquiry,Critical,Critical
3507,Payment issue,Product inquiry,Product inquiry,Medium,High
3508,Data loss,Product inquiry,Product inquiry,Medium,Critical
3509,Cancellation request,Cancellation request,Cancellation request,Medium,Medium
3510,Product recommendation,Refund request,Refund request,Critical,Low
3511,Display issue,Cancellation request,Refund request,Low,Medium
3512,Peripheral compatibility,Technical issue,Refund request,High,High
3513,Delivery problem,Technical issue,Product inquiry,High,High
3514,Peripheral compatibility,Technical issue,Technical issue,Low,High
3515,Delivery problem,Billing inquiry,Billing inquiry,Medium,Medium
3516,Software bug,Cancellation request,Refund request,High,Medium
3517,Network problem,Technical issue,Refund request,Medium,High
3518,Cancellation request,Technical issue,Refund request,Low,Low
3519,Payment issue,Technical issue,Technical issue,Critical,High
3520,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
3521,Refund request,Refund request,Billing inquiry,Critical,Critical
3522,Installation support,Billing inquiry,Product inquiry,Medium,Medium
3523,Data loss,Technical issue,Refund request,Low,Medium
3524,Network problem,Product inquiry,Refund request,Critical,Low
3525,Installation support,Cancellation request,Cancellation request,High,Low
3526,Account access,Refund request,Refund request,Critical,Medium
3527,Data loss,Technical issue,Technical issue,High,Medium
3528,Battery life,Product inquiry,Refund request,Critical,Medium
3529,Hardware issue,Refund request,Billing inquiry,Critical,Medium
3530,Cancellation request,Technical issue,Refund request,Low,Low
3531,Product compatibility,Technical issue,Technical issue,Low,High
3532,Product recommendation,Billing inquiry,Product inquiry,Low,Medium
3533,Product setup,Billing inquiry,Refund request,High,High
3534,Product compatibility,Billing inquiry,Billing inquiry,High,Critical
3535,Cancellation request,Billing inquiry,Cancellation request,Low,Low
3536,Product compatibility,Refund request,Technical issue,High,High
3537,Product recommendation,Billing inquiry,Billing inquiry,High,High
3538,Product compatibility,Billing inquiry,Technical issue,High,Low
3539,Product recommendation,Billing inquiry,Billing inquiry,Low,High
3540,Display issue,Technical issue,Cancellation request,Critical,Critical
3541,Account access,Product inquiry,Technical issue,Low,Medium
3542,Product compatibility,Cancellation request,Product inquiry,Critical,Critical
3543,Battery life,Product inquiry,Billing inquiry,Medium,Medium
3544,Battery life,Cancellation request,Refund request,High,Medium
3545,Cancellation request,Cancellation request,Cancellation request,Low,Low
3546,Software bug,Product inquiry,Refund request,Medium,Medium
3547,Product compatibility,Technical issue,Billing inquiry,Medium,High
3548,Installation support,Cancellation request,Cancellation request,High,Low
3549,Peripheral compatibility,Refund request,Refund request,Low,Medium
3550,Product recommendation,Product inquiry,Cancellation request,Medium,Medium
3551,Display issue,Technical issue,Technical issue,Medium,Low
3552,Cancellation request,Technical issue,Refund request,Critical,Critical
3553,Account access,Product inquiry,Technical issue,Low,Low
3554,Battery life,Cancellation request,Billing inquiry,Low,High
3555,Product recommendation,Billing inquiry,Cancellation request,Medium,Medium
3556,Cancellation request,Refund request,Technical issue,Medium,Medium
3557,Display issue,Refund request,Refund request,Critical,Critical
3558,Display issue,Cancellation request,Refund request,Low,High
3559,Refund request,Product inquiry,Product inquiry,Critical,High
3560,Cancellation request,Billing inquiry,Refund request,Medium,Medium
3561,Product setup,Cancellation request,Cancellation request,High,High
3562,Software bug,Refund request,Technical issue,Low,Low
3563,Refund request,Product inquiry,Product inquiry,High,Critical
3564,Product compatibility,Technical issue,Technical issue,High,High
3565,Cancellation request,Refund request,Refund request,High,High
3566,Hardware issue,Billing inquiry,Billing inquiry,Critical,Medium
3567,Product setup,Technical issue,Technical issue,Critical,Critical
3568,Hardware issue,Technical issue,Product inquiry,Critical,Critical
3569,Network problem,Product inquiry,Refund request,Medium,Critical
3570,Display issue,Refund request,Refund request,Low,Medium
3571,Product compatibility,Technical issue,Refund request,Low,Critical
3572,Delivery problem,Billing inquiry,Billing inquiry,Low,Low
3573,Network problem,Technical issue,Technical issue,Critical,Critical
3574,Product recommendation,Product inquiry,Technical issue,High,Medium
3575,Refund request,Technical issue,Refund request,High,Medium
3576,Product recommendation,Refund request,Cancellation request,Low,Low
3577,Software bug,Refund request,Billing inquiry,Medium,Medium
3578,Software bug,Refund request,Refund request,Medium,High
3579,Payment issue,Cancellation request,Cancellation request,Critical,High
3580,Cancellation request,Refund request,Technical issue,Critical,Medium
3581,Product compatibility,Billing inquiry,Product inquiry,Low,Critical
3582,Peripheral compatibility,Technical issue,Technical issue,Low,Medium
3583,Refund request,Technical issue,Refund request,High,High
3584,Peripheral compatibility,Product inquiry,Technical issue,High,Low
3585,Refund request,Billing inquiry,Refund request,Critical,Critical
3586,Payment issue,Refund request,Refund request,Low,High
3587,Software bug,Cancellation request,Billing inquiry,Medium,Medium
3588,Delivery problem,Refund request,Refund request,Low,High
3589,Data loss,Refund request,Refund request,High,Low
3590,Account access,Refund request,Product inquiry,Low,Low
3591,Software bug,Billing inquiry,Billing inquiry,Low,Low
3592,Payment issue,Refund request,Refund request,Low,Critical
3593,Hardware issue,Billing inquiry,Refund request,Critical,Low
3594,Installation support,Product inquiry,Product inquiry,Critical,Critical
3595,Product compatibility,Billing inquiry,Billing inquiry,Low,High
3596,Battery life,Product inquiry,Product inquiry,Medium,Medium
3597,Installation support,Refund request,Refund request,High,High
3598,Data loss,Technical issue,Technical issue,Medium,Medium
3599,Product setup,Cancellation request,Technical issue,High,Critical
3600,Network problem,Cancellation request,Cancellation request,High,Low
3601,Product setup,Technical issue,Cancellation request,Critical,Low
3602,Display issue,Cancellation request,Cancellation request,Medium,Medium
3603,Cancellation request,Technical issue,Refund request,Critical,Critical
3604,Peripheral compatibility,Refund request,Product inquiry,Critical,Critical
3605,Cancellation request,Technical issue,Technical issue,Critical,Medium
3606,Data loss,Product inquiry,Product inquiry,High,High
3607,Network problem,Billing inquiry,Product inquiry,Medium,Medium
3608,Display issue,Refund request,Refund request,High,High
3609,Installation support,Product inquiry,Cancellation request,Low,High
3610,Product compatibility,Billing inquiry,Billing inquiry,High,Medium
3611,Network problem,Refund request,Refund request,Medium,Low
3612,Display issue,Cancellation request,Cancellation request,Low,Low
3613,Payment issue,Billing inquiry,Billing inquiry,Low,Low
3614,Network problem,Product inquiry,Technical issue,Medium,Critical
3615,Refund request,Technical issue,Technical issue,High,High
3616,Cancellation request,Technical issue,Cancellation request,Medium,Critical
3617,Cancellation request,Refund request,Product inquiry,High,High
3618,Battery life,Cancellation request,Billing inquiry,Low,Medium
3619,Battery life,Refund request,Refund request,Medium,Medium
3620,Network problem,Product inquiry,Billing inquiry,Critical,Medium
3621,Refund request,Cancellation request,Cancellation request,Medium,Medium
3622,Product setup,Technical issue,Technical issue,High,Low
3623,Network problem,Refund request,Product inquiry,Low,Critical
3624,Network problem,Cancellation request,Cancellation request,Medium,Critical
3625,Installation support,Product inquiry,Product inquiry,High,Low
3626,Product setup,Billing inquiry,Billing inquiry,Critical,Critical
3627,Data loss,Technical issue,Cancellation request,High,High
3628,Account access,Refund request,Cancellation request,High,High
3629,Installation support,Cancellation request,Cancellation request,Critical,Critical
3630,Product compatibility,Refund request,Billing inquiry,High,Medium
3631,Peripheral compatibility,Refund request,Billing inquiry,High,Critical
3632,Refund request,Cancellation request,Cancellation request,Critical,Medium
3633,Software bug,Cancellation request,Cancellation request,High,High
3634,Payment issue,Cancellation request,Cancellation request,Medium,Medium
3635,Delivery problem,Product inquiry,Billing inquiry,Critical,Medium
3636,Product setup,Cancellation request,Refund request,Medium,Low
3637,Refund request,Billing inquiry,Billing inquiry,Low,Critical
3638,Delivery problem,Technical issue,Technical issue,Critical,Medium
3639,Data loss,Product inquiry,Product inquiry,Medium,Medium
3640,Peripheral compatibility,Refund request,Refund request,Critical,Medium
3641,Battery life,Refund request,Refund request,Critical,Low
3642,Product compatibility,Cancellation request,Billing inquiry,Critical,Critical
3643,Network problem,Refund request,Refund request,Low,Critical
3644,Display issue,Cancellation request,Technical issue,Low,Low
3645,Product recommendation,Cancellation request,Refund request,Medium,Medium
3646,Payment issue,Product inquiry,Refund request,Low,High
3647,Refund request,Product inquiry,Cancellation request,Critical,Critical
3648,Software bug,Billing inquiry,Technical issue,Medium,Low
3649,Peripheral compatibility,Cancellation request,Cancellation request,High,Medium
3650,Installation support,Cancellation request,Refund request,Medium,High
3651,Display issue,Product inquiry,Product inquiry,Medium,High
3652,Display issue,Refund request,Refund request,Low,High
3653,Data loss,Product inquiry,Product inquiry,Medium,Medium
3654,Hardware issue,Technical issue,Technical issue,Low,Low
3655,Delivery problem,Billing inquiry,Billing inquiry,Medium,Medium
3656,Network problem,Technical issue,Technical issue,Medium,Critical
3657,Data loss,Technical issue,Technical issue,High,High
3658,Product compatibility,Product inquiry,Product inquiry,Low,Medium
3659,Hardware issue,Technical issue,Billing inquiry,Medium,Medium
3660,Display issue,Refund request,Refund request,High,Critical
3661,Product setup,Product inquiry,Cancellation request,Critical,Critical
3662,Product recommendation,Technical issue,Technical issue,Critical,Medium
3663,Peripheral compatibility,Technical issue,Refund request,Critical,Critical
3664,Peripheral compatibility,Refund request,Cancellation request,Medium,Medium
3665,Delivery problem,Cancellation request,Cancellation request,High,High
3666,Data loss,Refund request,Product inquiry,High,Critical
3667,Installation support,Refund request,Cancellation request,Critical,Critical
3668,Network problem,Product inquiry,Product inquiry,Critical,Critical
3669,Delivery problem,Refund request,Technical issue,Low,Medium
3670,Software bug,Technical issue,Technical issue,High,High
3671,Delivery problem,Refund request,Refund request,Medium,Medium
3672,Hardware issue,Cancellation request,Cancellation request,Low,Critical
3673,Account access,Billing inquiry,Refund request,Critical,Medium
3674,Battery life,Refund request,Refund request,Critical,High
3675,Battery life,Refund request,Refund request,High,High
3676,Delivery problem,Cancellation request,Cancellation request,Medium,Medium
3677,Account access,Billing inquiry,Billing inquiry,Low,Medium
3678,Battery life,Cancellation request,Billing inquiry,High,High
3679,Battery life,Billing inquiry,Cancellation request,High,High
3680,Software bug,Cancellation request,Cancellation request,Medium,Critical
3681,Product setup,Technical issue,Technical issue,Critical,Low
3682,Display issue,Billing inquiry,Refund request,Critical,High
3683,Cancellation request,Product inquiry,Refund request,High,Low
3684,Hardware issue,Billing inquiry,Product inquiry,Medium,High
3685,Network problem,Cancellation request,Billing inquiry,Critical,Critical
3686,Product setup,Technical issue,Refund request,Critical,Medium
3687,Peripheral compatibility,Refund request,Refund request,Medium,Medium
3688,Payment issue,Refund request,Billing inquiry,High,High
3689,Account access,Billing inquiry,Billing inquiry,Critical,Low
3690,Product recommendation,Refund request,Refund request,Low,Low
3691,Payment issue,Cancellation request,Billing inquiry,Medium,Medium
3692,Battery life,Product inquiry,Technical issue,Medium,Medium
3693,Data loss,Product inquiry,Cancellation request,Low,Low
3694,Delivery problem,Technical issue,Technical issue,Medium,High
3695,Battery life,Product inquiry,Billing inquiry,Critical,Critical
3696,Peripheral compatibility,Technical issue,Technical issue,High,High
3697,Battery life,Product inquiry,Billing inquiry,Critical,Critical
3698,Payment issue,Technical issue,Billing inquiry,Medium,Medium
3699,Peripheral compatibility,Cancellation request,Refund request,Low,Low
3700,Product compatibility,Cancellation request,Product inquiry,Critical,Critical
3701,Account access,Product inquiry,Product inquiry,High,High
3702,Product recommendation,Technical issue,Product inquiry,Critical,High
3703,Product setup,Refund request,Product inquiry,Critical,Medium
3704,Payment issue,Refund request,Technical issue,Low,Low
3705,Payment issue,Product inquiry,Technical issue,Low,Medium
3706,Refund request,Product inquiry,Technical issue,High,High
3707,Installation support,Technical issue,Technical issue,Critical,High
3708,Account access,Cancellation request,Cancellation request,Low,High
3709,Delivery problem,Billing inquiry,Cancellation request,Medium,Low
3710,Cancellation request,Cancellation request,Technical issue,Medium,Medium
3711,Product recommendation,Cancellation request,Cancellation request,Critical,Critical
3712,Cancellation request,Refund request,Refund request,Low,Low
3713,Delivery problem,Product inquiry,Product inquiry,High,High
3714,Delivery problem,Cancellation request,Product inquiry,Medium,Critical
3715,Delivery problem,Billing inquiry,Billing inquiry,Low,Low
3716,Data loss,Billing inquiry,Billing inquiry,Critical,Critical
3717,Cancellation request,Cancellation request,Cancellation request,High,Low
3718,Installation support,Billing inquiry,Refund request,Critical,Critical
3719,Data loss,Refund request,Cancellation request,Medium,Critical
3720,Network problem,Cancellation request,Cancellation request,Critical,Critical
3721,Software bug,Product inquiry,Billing inquiry,Critical,Medium
3722,Software bug,Product inquiry,Product inquiry,Medium,Medium
3723,Peripheral compatibility,Technical issue,Billing inquiry,Critical,Critical
3724,Peripheral compatibility,Product inquiry,Product inquiry,Medium,Medium
3725,Product recommendation,Cancellation request,Technical issue,High,High
3726,Battery life,Billing inquiry,Technical issue,High,Low
3727,Payment issue,Technical issue,Technical issue,Medium,Medium
3728,Account access,Billing inquiry,Refund request,Medium,Medium
3729,Software bug,Technical issue,Technical issue,High,High
3730,Product recommendation,Technical issue,Billing inquiry,Critical,Critical
3731,Product compatibility,Technical issue,Billing inquiry,Critical,Critical
3732,Account access,Billing inquiry,Billing inquiry,Critical,Low
3733,Software bug,Product inquiry,Billing inquiry,Medium,Low
3734,Hardware issue,Product inquiry,Product inquiry,Low,Low
3735,Data loss,Technical issue,Technical issue,Low,Medium
3736,Battery life,Billing inquiry,Cancellation request,Medium,Medium
3737,Product setup,Refund request,Product inquiry,Medium,Medium
3738,Cancellation request,Cancellation request,Cancellation request,Critical,Medium
3739,Battery life,Product inquiry,Product inquiry,Low,Medium
3740,Payment issue,Billing inquiry,Billing inquiry,Medium,Medium
3741,Battery life,Cancellation request,Cancellation request,Critical,High
3742,Network problem,Product inquiry,Technical issue,Low,High
3743,Hardware issue,Technical issue,Technical issue,Critical,Medium
3744,Hardware issue,Refund request,Cancellation request,Low,Critical
3745,Product compatibility,Cancellation request,Billing inquiry,Low,High
3746,Payment issue,Billing inquiry,Technical issue,Critical,Critical
3747,Delivery problem,Product inquiry,Billing inquiry,Low,Low
3748,Product compatibility,Product inquiry,Product inquiry,High,High
3749,Hardware issue,Billing inquiry,Refund request,High,Medium
3750,Product recommendation,Cancellation request,Product inquiry,Critical,Critical
3751,Network problem,Billing inquiry,Technical issue,Critical,Low
3752,Delivery problem,Refund request,Cancellation request,Critical,High
3753,Installation support,Cancellation request,Technical issue,Critical,Low
3754,Cancellation request,Technical issue,Cancellation request,High,Medium
3755,Product setup,Technical issue,Technical issue,Low,Medium
3756,Peripheral compatibility,Billing inquiry,Technical issue,High,High
3757,Data loss,Billing inquiry,Technical issue,Medium,Medium
3758,Battery life,Billing inquiry,Cancellation request,High,High
